X,Y,Z,C
10.0,-7.0,2.0,0.7
10.0,-6.5,0.0,1.0
10.0,-6.5,0.5,1.0
10.0,-6.5,1.0,0.7
10.0,-6.5,1.5,0.7
10.0,-6.5,2.0,0.7
10.0,-6.0,0.0,1.0
10.0,-6.0,0.5,1.0
10.0,-6.0,1.0,1.0
10.0,-6.0,1.5,1.0
10.0,-6.0,2.0,1.0
10.0,-5.5,0.0,1.0
10.0,-5.5,0.5,1.0
10.0,-5.5,1.0,1.0
10.0,-5.5,1.5,1.0
10.0,-5.5,2.0,1.0
10.0,-5.25,2.1,1.0
10.0,-5.25,2.6,1.0
10.0,-5.25,3.1,1.0
10.0,-5.25,3.6,1.0
10.0,-5.0,0.0,1.0
10.0,-5.0,0.5,1.0
10.0,-5.0,1.0,1.0
10.0,-5.0,1.5,1.0
10.0,-5.0,2.0,1.0
10.0,-4.75,2.1,1.0
10.0,-4.75,2.6,1.0
10.0,-4.75,3.1,1.0
10.0,-4.75,3.6,1.0
10.0,-4.5,0.0,1.0
10.0,-4.5,0.5,1.0
10.0,-4.5,1.0,1.0
10.0,-4.5,1.5,1.0
10.0,-4.5,2.0,1.0
10.0,-4.25,0.0,0.49
10.0,-4.25,0.5,0.49
10.0,-4.25,1.0,0.49
10.0,-4.25,1.5,0.49
10.0,-4.25,2.0,0.49
10.0,-4.25,2.1,1.0
10.0,-4.25,2.6,1.0
10.0,-4.25,3.1,1.0
10.0,-4.25,3.6,1.0
10.0,-4.0,0.0,1.0
10.0,-4.0,0.5,1.0
10.0,-4.0,1.0,1.0
10.0,-4.0,1.5,1.0
10.0,-4.0,2.0,1.0
10.0,-3.75,0.0,0.49
10.0,-3.75,0.5,0.49
10.0,-3.75,1.0,0.49
10.0,-3.75,1.5,0.49
10.0,-3.75,2.0,0.49
10.0,-3.75,2.1,1.0
10.0,-3.75,2.6,1.0
10.0,-3.75,3.1,1.0
10.0,-3.75,3.6,1.0
10.0,-3.75,4.5,0.5
10.0,-3.75,5.0,0.5
10.0,-3.75,5.5,0.5
10.0,-3.75,6.0,0.5
10.0,-3.75,6.5,0.5
10.0,-3.5,0.0,1.0
10.0,-3.5,0.5,1.0
10.0,-3.5,1.0,1.0
10.0,-3.5,1.5,1.0
10.0,-3.5,2.0,1.0
10.0,-3.25,0.0,0.49
10.0,-3.25,0.5,0.49
10.0,-3.25,1.0,0.49
10.0,-3.25,1.5,0.49
10.0,-3.25,2.0,0.49
10.0,-3.25,2.1,1.0
10.0,-3.25,2.6,1.0
10.0,-3.25,3.1,1.0
10.0,-3.25,3.6,1.0
10.0,-3.25,4.5,0.5
10.0,-3.25,5.0,0.5
10.0,-3.25,5.5,0.5
10.0,-3.25,6.0,0.5
10.0,-3.25,6.5,0.5
10.0,-3.0,0.0,1.0
10.0,-3.0,0.5,1.0
10.0,-3.0,1.0,1.0
10.0,-3.0,1.5,1.0
10.0,-3.0,2.0,1.0
10.0,-2.75,0.0,0.49
10.0,-2.75,0.5,0.49
10.0,-2.75,1.0,0.49
10.0,-2.75,1.5,0.49
10.0,-2.75,2.0,0.49
10.0,-2.75,2.1,1.0
10.0,-2.75,2.6,1.0
10.0,-2.75,3.1,1.0
10.0,-2.75,3.6,1.0
10.0,-2.75,4.5,0.5
10.0,-2.75,5.0,0.5
10.0,-2.75,5.5,0.5
10.0,-2.75,6.0,0.5
10.0,-2.75,6.5,0.5
10.0,-2.5,0.0,1.0
10.0,-2.5,0.5,1.0
10.0,-2.5,1.0,1.0
10.0,-2.5,1.5,1.0
10.0,-2.5,2.0,1.0
10.0,-2.25,0.0,0.49
10.0,-2.25,0.5,0.49
10.0,-2.25,1.0,0.49
10.0,-2.25,1.5,0.49
10.0,-2.25,2.0,0.49
10.0,-2.25,2.1,1.0
10.0,-2.25,2.6,1.0
10.0,-2.25,3.1,1.0
10.0,-2.25,3.6,1.0
10.0,-2.25,4.5,0.5
10.0,-2.25,5.0,0.5
10.0,-2.25,5.5,0.5
10.0,-2.25,6.0,0.5
10.0,-2.25,6.5,0.5
10.0,-2.0,0.0,1.0
10.0,-2.0,0.5,1.0
10.0,-2.0,1.0,1.0
10.0,-2.0,1.5,1.0
10.0,-2.0,2.0,1.0
10.0,-1.75,0.0,0.49
10.0,-1.75,0.5,0.49
10.0,-1.75,1.0,0.49
10.0,-1.75,1.5,0.49
10.0,-1.75,2.0,0.49
10.0,-1.75,2.1,1.0
10.0,-1.75,2.6,1.0
10.0,-1.75,3.1,1.0
10.0,-1.75,3.6,1.0
10.0,-1.75,4.5,0.5
10.0,-1.75,5.0,0.5
10.0,-1.75,5.5,0.5
10.0,-1.75,6.0,0.5
10.0,-1.75,6.5,0.5
10.0,-1.5,0.0,1.0
10.0,-1.5,0.5,1.0
10.0,-1.5,1.0,1.0
10.0,-1.5,1.5,1.0
10.0,-1.5,2.0,1.0
10.0,-1.25,0.0,0.49
10.0,-1.25,0.5,0.49
10.0,-1.25,1.0,0.49
10.0,-1.25,1.5,0.49
10.0,-1.25,2.0,0.49
10.0,-1.25,2.1,1.0
10.0,-1.25,2.6,1.0
10.0,-1.25,3.1,1.0
10.0,-1.25,3.6,1.0
10.0,-1.25,4.5,0.5
10.0,-1.25,5.0,0.5
10.0,-1.25,5.5,0.5
10.0,-1.25,6.0,0.5
10.0,-1.25,6.5,0.5
10.0,-1.0,0.0,1.0
10.0,-1.0,0.5,1.0
10.0,-1.0,1.0,1.0
10.0,-1.0,1.5,1.0
10.0,-1.0,2.0,1.0
10.0,-0.75,0.0,0.49
10.0,-0.75,0.5,0.49
10.0,-0.75,1.0,0.49
10.0,-0.75,1.5,0.49
10.0,-0.75,2.0,0.49
10.0,-0.75,2.1,1.0
10.0,-0.75,2.6,1.0
10.0,-0.75,3.1,1.0
10.0,-0.75,3.6,1.0
10.0,-0.75,4.5,0.5
10.0,-0.75,5.0,0.5
10.0,-0.75,5.5,0.5
10.0,-0.75,6.0,0.5
10.0,-0.75,6.5,0.5
10.0,-0.5,0.0,1.0
10.0,-0.5,0.5,1.0
10.0,-0.5,1.0,1.0
10.0,-0.5,1.5,1.0
10.0,-0.5,2.0,1.0
10.0,-0.25,2.1,1.0
10.0,-0.25,2.6,1.0
10.0,-0.25,3.1,1.0
10.0,-0.25,3.6,1.0
10.0,-0.25,4.5,0.5
10.0,-0.25,5.0,0.5
10.0,-0.25,5.5,0.5
10.0,-0.25,6.0,0.5
10.0,-0.25,6.5,0.5
10.0,0.0,0.0,1.0
10.0,0.0,0.5,1.0
10.0,0.0,1.0,1.0
10.0,0.0,1.5,1.0
10.0,0.0,2.0,1.0
10.0,0.25,2.1,1.0
10.0,0.25,2.6,1.0
10.0,0.25,3.1,1.0
10.0,0.25,3.6,1.0
10.0,0.25,4.5,0.5
10.0,0.25,5.0,0.5
10.0,0.25,5.5,0.5
10.0,0.25,6.0,0.5
10.0,0.25,6.5,0.5
10.0,0.5,0.0,1.0
10.0,0.5,0.5,1.0
10.0,0.5,1.0,1.0
10.0,0.5,1.5,1.0
10.0,0.5,2.0,1.0
10.0,0.5,2.1,1.0
10.0,0.5,2.6,1.0
10.0,0.5,3.1,1.0
10.0,0.5,3.6,1.0
10.0,0.75,0.0,0.49
10.0,0.75,0.5,0.49
10.0,0.75,1.0,0.49
10.0,0.75,1.5,0.49
10.0,0.75,2.0,0.49
10.0,0.75,2.1,1.0
10.0,0.75,2.6,1.0
10.0,0.75,3.1,1.0
10.0,0.75,3.6,1.0
10.0,0.75,4.5,0.5
10.0,0.75,5.0,0.5
10.0,0.75,5.5,0.5
10.0,0.75,6.0,0.5
10.0,0.75,6.5,0.5
10.0,1.0,0.0,1.0
10.0,1.0,0.5,1.0
10.0,1.0,1.0,1.0
10.0,1.0,1.5,1.0
10.0,1.0,2.0,1.0
10.0,1.0,2.1,1.0
10.0,1.0,2.6,1.0
10.0,1.0,3.1,1.0
10.0,1.0,3.6,1.0
10.0,1.25,0.0,0.49
10.0,1.25,0.5,0.49
10.0,1.25,1.0,0.49
10.0,1.25,1.5,0.49
10.0,1.25,2.0,0.49
10.0,1.25,2.1,1.0
10.0,1.25,2.6,1.0
10.0,1.25,3.1,1.0
10.0,1.25,3.6,1.0
10.0,1.25,4.5,0.5
10.0,1.25,5.0,0.5
10.0,1.25,5.5,0.5
10.0,1.25,6.0,0.5
10.0,1.25,6.5,0.5
10.0,1.5,0.0,1.0
10.0,1.5,0.5,1.0
10.0,1.5,1.0,1.0
10.0,1.5,1.5,1.0
10.0,1.5,2.0,1.0
10.0,1.5,2.1,1.0
10.0,1.5,2.6,1.0
10.0,1.5,3.1,1.0
10.0,1.5,3.6,1.0
10.0,1.75,0.0,0.49
10.0,1.75,0.5,0.49
10.0,1.75,1.0,0.49
10.0,1.75,1.5,0.49
10.0,1.75,2.0,0.49
10.0,1.75,2.1,1.0
10.0,1.75,2.6,1.0
10.0,1.75,3.1,1.0
10.0,1.75,3.6,1.0
10.0,1.75,4.5,0.5
10.0,1.75,5.0,0.5
10.0,1.75,5.5,0.5
10.0,1.75,6.0,0.5
10.0,1.75,6.5,0.5
10.0,2.0,0.0,1.0
10.0,2.0,0.5,1.0
10.0,2.0,1.0,1.0
10.0,2.0,1.5,1.0
10.0,2.0,2.0,1.0
10.0,2.0,2.1,1.0
10.0,2.0,2.6,1.0
10.0,2.0,3.1,1.0
10.0,2.0,3.6,1.0
10.0,2.25,0.0,0.49
10.0,2.25,0.5,0.49
10.0,2.25,1.0,0.49
10.0,2.25,1.5,0.49
10.0,2.25,2.0,0.49
10.0,2.25,2.1,1.0
10.0,2.25,2.6,1.0
10.0,2.25,3.1,1.0
10.0,2.25,3.6,1.0
10.0,2.25,4.5,0.5
10.0,2.25,5.0,0.5
10.0,2.25,5.5,0.5
10.0,2.25,6.0,0.5
10.0,2.25,6.5,0.5
10.0,2.5,0.0,1.0
10.0,2.5,0.5,1.0
10.0,2.5,1.0,1.0
10.0,2.5,1.5,1.0
10.0,2.5,2.0,1.0
10.0,2.5,2.1,1.0
10.0,2.5,2.6,1.0
10.0,2.5,3.1,1.0
10.0,2.5,3.6,1.0
10.0,2.75,0.0,0.49
10.0,2.75,0.5,0.49
10.0,2.75,1.0,0.49
10.0,2.75,1.5,0.49
10.0,2.75,2.0,0.49
10.0,2.75,2.1,1.0
10.0,2.75,2.6,1.0
10.0,2.75,3.1,1.0
10.0,2.75,3.6,1.0
10.0,2.75,4.5,0.5
10.0,2.75,5.0,0.5
10.0,2.75,5.5,0.5
10.0,2.75,6.0,0.5
10.0,2.75,6.5,0.5
10.0,3.0,0.0,1.0
10.0,3.0,0.5,1.0
10.0,3.0,1.0,1.0
10.0,3.0,1.5,1.0
10.0,3.0,2.0,1.0
10.0,3.0,2.1,1.0
10.0,3.0,2.6,1.0
10.0,3.0,3.1,1.0
10.0,3.0,3.6,1.0
10.0,3.25,0.0,0.49
10.0,3.25,0.5,0.49
10.0,3.25,1.0,0.49
10.0,3.25,1.5,0.49
10.0,3.25,2.0,0.49
10.0,3.25,2.1,1.0
10.0,3.25,2.6,1.0
10.0,3.25,3.1,1.0
10.0,3.25,3.6,1.0
10.0,3.25,4.5,0.5
10.0,3.25,5.0,0.5
10.0,3.25,5.5,0.5
10.0,3.25,6.0,0.5
10.0,3.25,6.5,0.5
10.0,3.5,0.0,1.0
10.0,3.5,0.5,1.0
10.0,3.5,1.0,1.0
10.0,3.5,1.5,1.0
10.0,3.5,2.0,1.0
10.0,3.5,2.1,1.0
10.0,3.5,2.6,1.0
10.0,3.5,3.1,1.0
10.0,3.5,3.6,1.0
10.0,3.75,0.0,0.49
10.0,3.75,0.5,0.49
10.0,3.75,1.0,0.49
10.0,3.75,1.5,0.49
10.0,3.75,2.0,0.49
10.0,3.75,2.1,1.0
10.0,3.75,2.6,1.0
10.0,3.75,3.1,1.0
10.0,3.75,3.6,1.0
10.0,3.75,4.5,0.5
10.0,3.75,5.0,0.5
10.0,3.75,5.5,0.5
10.0,3.75,6.0,0.5
10.0,3.75,6.5,0.5
10.0,4.0,0.0,1.0
10.0,4.0,0.5,1.0
10.0,4.0,1.0,1.0
10.0,4.0,1.5,1.0
10.0,4.0,2.0,1.0
10.0,4.0,2.1,1.0
10.0,4.0,2.6,1.0
10.0,4.0,3.1,1.0
10.0,4.0,3.6,1.0
10.0,4.25,0.0,0.49
10.0,4.25,0.5,0.49
10.0,4.25,1.0,0.49
10.0,4.25,1.5,0.49
10.0,4.25,2.0,0.49
10.0,4.25,2.1,1.0
10.0,4.25,2.6,1.0
10.0,4.25,3.1,1.0
10.0,4.25,3.6,1.0
10.0,4.5,0.0,1.0
10.0,4.5,0.5,1.0
10.0,4.5,1.0,1.0
10.0,4.5,1.5,1.0
10.0,4.5,2.0,1.0
10.0,4.5,2.1,1.0
10.0,4.5,2.6,1.0
10.0,4.5,3.1,1.0
10.0,4.5,3.6,1.0
10.0,4.75,2.1,1.0
10.0,4.75,2.6,1.0
10.0,4.75,3.1,1.0
10.0,4.75,3.6,1.0
10.0,5.0,0.0,1.0
10.0,5.0,0.5,1.0
10.0,5.0,1.0,1.0
10.0,5.0,1.5,1.0
10.0,5.0,2.0,1.0
10.0,5.0,2.1,1.0
10.0,5.0,2.6,1.0
10.0,5.0,3.1,1.0
10.0,5.0,3.6,1.0
10.0,5.25,2.1,1.0
10.0,5.25,2.6,1.0
10.0,5.25,3.1,1.0
10.0,5.25,3.6,1.0
10.0,5.5,0.0,1.0
10.0,5.5,0.5,1.0
10.0,5.5,1.0,1.0
10.0,5.5,1.5,1.0
10.0,5.5,2.0,1.0
10.0,5.5,2.1,1.0
10.0,5.5,2.6,1.0
10.0,5.5,3.1,1.0
10.0,5.5,3.6,1.0
10.0,5.75,2.1,1.0
10.0,5.75,2.6,1.0
10.0,5.75,3.1,1.0
10.0,5.75,3.6,1.0
10.0,6.0,0.0,1.0
10.0,6.0,0.5,1.0
10.0,6.0,1.0,1.0
10.0,6.0,1.5,1.0
10.0,6.0,2.0,1.0
10.0,6.0,2.1,1.0
10.0,6.0,2.6,1.0
10.0,6.0,3.1,1.0
10.0,6.0,3.6,1.0
10.0,6.25,2.1,1.0
10.0,6.25,2.6,1.0
10.0,6.25,3.1,1.0
10.0,6.25,3.6,1.0
10.0,6.5,0.0,1.0
10.0,6.5,0.5,1.0
10.0,6.5,1.0,0.7
10.0,6.5,1.5,0.7
10.0,6.5,2.0,0.7
10.0,6.5,2.1,1.0
10.0,6.5,2.6,1.0
10.0,6.5,3.1,1.0
10.0,6.5,3.6,1.0
10.0,6.75,2.1,1.0
10.0,6.75,2.6,1.0
10.0,6.75,3.1,1.0
10.0,6.75,3.6,1.0
10.0,7.0,0.0,1.0
10.0,7.0,0.5,1.0
10.0,7.0,1.0,0.7
10.0,7.0,1.5,0.7
10.0,7.0,2.0,0.7
10.0,7.0,2.1,1.0
10.0,7.0,2.6,1.0
10.0,7.0,3.1,1.0
10.0,7.0,3.6,1.0
10.0,7.25,2.1,1.0
10.0,7.25,2.6,1.0
10.0,7.25,3.1,1.0
10.0,7.25,3.6,1.0
10.0,7.5,0.0,1.0
10.0,7.5,0.5,1.0
10.0,7.5,1.0,0.7
10.0,7.5,1.5,0.7
10.0,7.5,2.0,0.7
10.0,7.5,2.1,1.0
10.0,7.5,2.6,1.0
10.0,7.5,3.1,1.0
10.0,7.5,3.6,1.0
10.0,7.75,2.1,1.0
10.0,7.75,2.6,1.0
10.0,7.75,3.1,1.0
10.0,7.75,3.6,1.0
10.0,8.0,0.0,1.0
10.0,8.0,0.5,1.0
10.0,8.0,1.0,0.7
10.0,8.0,1.5,0.7
10.0,8.0,2.0,0.7
10.0,8.25,2.1,1.0
10.0,8.25,2.6,1.0
10.0,8.25,3.1,1.0
10.0,8.25,3.6,1.0
10.0,8.5,0.0,1.0
10.0,8.5,0.5,1.0
10.0,8.5,1.0,0.7
10.0,8.5,1.5,0.7
10.0,8.5,2.0,0.7
10.0,8.75,2.1,1.0
10.0,8.75,2.6,1.0
10.0,8.75,3.1,1.0
10.0,8.75,3.6,1.0
10.0,9.0,0.0,1.0
10.0,9.0,0.5,1.0
10.0,9.0,1.0,0.7
10.0,9.0,1.5,0.7
10.0,9.0,2.0,0.7
10.0,9.5,0.0,0.7
10.0,9.5,0.5,0.7
10.0,9.5,1.0,0.7
10.0,9.5,1.5,0.7
10.0,9.5,2.0,0.7
10.0,10.0,0.0,0.7
10.0,10.0,0.5,0.7
10.0,10.0,1.0,0.7
10.0,10.0,1.5,0.7
10.0,10.0,2.0,0.7
10.0,10.5,0.0,0.7
10.0,10.5,0.5,0.7
10.0,10.5,1.0,0.7
10.0,10.5,1.5,0.7
10.0,10.5,2.0,0.7
10.0,11.0,0.0,0.7
10.0,11.0,0.5,0.7
10.0,11.0,1.0,0.7
10.0,11.0,1.5,0.7
10.0,11.0,2.0,0.7
10.0,11.5,0.0,0.7
10.0,11.5,0.5,0.7
10.0,11.5,1.0,0.7
10.0,11.5,1.5,0.7
10.0,11.5,2.0,0.7
10.0,12.0,0.0,0.7
10.0,12.0,0.5,0.7
10.0,12.0,1.0,0.7
10.0,12.0,1.5,0.7
10.0,12.0,2.0,0.7
10.0,12.5,0.0,0.7
10.0,12.5,0.5,0.7
10.0,12.5,1.0,0.7
10.0,12.5,1.5,0.7
10.0,12.5,2.0,0.7
10.0,13.0,0.0,0.7
10.0,13.0,0.5,0.7
10.0,13.0,1.0,0.7
10.0,13.0,1.5,0.7
10.0,13.0,2.0,0.7
10.0,13.5,0.0,0.7
10.0,13.5,0.5,0.7
10.0,13.5,1.0,0.7
10.0,13.5,1.5,0.7
10.0,13.5,2.0,0.7
10.0,14.0,0.0,0.7
10.0,14.0,0.5,0.7
10.0,14.0,1.0,0.7
10.0,14.0,1.5,0.7
10.0,14.0,2.0,0.7
10.0,14.5,0.0,0.7
10.0,14.5,0.5,0.7
10.0,14.5,1.0,0.7
10.0,14.5,1.5,0.7
10.0,14.5,2.0,0.7
10.0,15.0,0.0,0.7
10.0,15.0,0.5,0.7
10.0,15.0,1.0,0.7
10.0,15.0,1.5,0.7
10.0,15.0,2.0,0.7
10.0,15.5,0.0,0.7
10.0,15.5,0.5,0.7
10.0,15.5,1.0,0.7
10.0,15.5,1.5,0.7
10.0,15.5,2.0,0.7
10.0,16.0,0.0,0.7
10.0,16.0,0.5,0.7
10.0,16.0,1.0,0.7
10.0,16.0,1.5,0.7
10.0,16.0,2.0,0.7
10.0,16.5,0.0,0.7
10.0,16.5,0.5,0.7
10.0,16.5,1.0,0.7
10.0,16.5,1.5,0.7
10.0,16.5,2.0,0.7
10.0,17.0,0.0,0.7
10.0,17.0,0.5,0.7
10.0,17.0,1.0,0.7
10.0,17.0,1.5,0.7
10.0,17.0,2.0,0.7
10.0,17.5,0.0,0.7
10.0,17.5,0.5,0.7
10.0,17.5,1.0,0.7
10.0,17.5,1.5,0.7
10.0,17.5,2.0,0.7
10.0,18.0,0.0,0.7
10.0,18.0,0.5,0.7
10.0,18.0,1.0,0.7
10.0,18.0,1.5,0.7
10.0,18.0,2.0,0.7
10.0,18.5,0.0,0.7
10.0,18.5,0.5,0.7
10.0,18.5,1.0,0.7
10.0,18.5,1.5,0.7
10.0,18.5,2.0,0.7
10.0,19.0,0.0,0.7
10.0,19.0,0.5,0.7
10.0,19.0,1.0,0.7
10.0,19.0,1.5,0.7
10.0,19.0,2.0,0.7
10.0,19.5,0.0,0.7
10.0,19.5,0.5,0.7
10.0,19.5,1.0,0.7
10.0,19.5,1.5,0.7
10.0,19.5,2.0,0.7
10.0,20.0,0.0,0.7
10.0,20.0,0.5,0.7
10.0,20.0,1.0,0.7
10.0,20.0,1.5,0.7
10.0,20.0,2.0,0.7
10.0,20.5,0.0,0.7
10.0,20.5,0.5,0.7
10.0,20.5,1.0,0.7
10.0,20.5,1.5,0.7
10.0,20.5,2.0,0.7
10.0,21.0,0.0,0.7
10.0,21.0,0.5,0.7
10.0,21.0,1.0,0.7
10.0,21.0,1.5,0.7
10.0,21.0,2.0,0.7
10.0,21.5,0.0,0.7
10.0,21.5,0.5,0.7
10.0,21.5,1.0,0.7
10.0,21.5,1.5,0.7
10.0,21.5,2.0,0.7
10.0,22.0,0.0,0.7
10.0,22.0,0.5,0.7
10.0,22.0,1.0,0.7
10.0,22.0,1.5,0.7
10.0,22.0,2.0,0.7
10.0,22.5,0.0,0.7
10.0,22.5,0.5,0.7
10.0,22.5,1.0,0.7
10.0,22.5,1.5,0.7
10.0,22.5,2.0,0.7
10.0,23.0,0.0,0.7
10.0,23.0,0.5,0.7
10.0,23.0,1.0,0.7
10.0,23.0,1.5,0.7
10.0,23.0,2.0,0.7
10.0,23.5,0.0,0.7
10.0,23.5,0.5,0.7
10.0,23.5,1.0,0.7
10.0,23.5,1.5,0.7
10.0,23.5,2.0,0.7
10.0,24.0,0.0,0.7
10.0,24.0,0.5,0.7
10.0,24.0,1.0,0.7
10.0,24.0,1.5,0.7
10.0,24.0,2.0,0.7
10.0,24.5,0.0,0.7
10.0,24.5,0.5,0.7
10.0,24.5,1.0,0.7
10.0,24.5,1.5,0.7
10.0,24.5,2.0,0.7
10.0,25.0,0.0,0.7
10.0,25.0,0.5,0.7
10.0,25.0,1.0,0.7
10.0,25.0,1.5,0.7
10.0,25.0,2.0,0.7
10.0,25.5,0.0,0.7
10.0,25.5,0.5,0.7
10.0,25.5,1.0,0.7
10.0,25.5,1.5,0.7
10.0,25.5,2.0,0.7
10.0,26.0,0.0,0.7
10.0,26.0,0.5,0.7
10.0,26.0,1.0,0.7
10.0,26.0,1.5,0.7
10.0,26.0,2.0,0.7
10.0,26.5,0.0,0.7
10.0,26.5,0.5,0.7
10.0,26.5,1.0,0.7
10.0,26.5,1.5,0.7
10.0,26.5,2.0,0.7
10.0,27.0,0.0,0.7
10.0,27.0,0.5,0.7
10.0,27.0,1.0,0.7
10.0,27.0,1.5,0.7
10.0,27.0,2.0,0.7
10.0,27.5,0.0,0.7
10.0,27.5,0.5,0.7
10.0,27.5,1.0,0.7
10.0,27.5,1.5,0.7
10.0,27.5,2.0,0.7
10.0,28.0,0.0,0.7
10.0,28.0,0.5,0.7
10.0,28.0,1.0,0.7
10.0,28.0,1.5,0.7
10.0,28.0,2.0,0.7
10.0,28.5,0.0,0.7
10.0,28.5,0.5,0.7
10.0,28.5,1.0,0.7
10.0,28.5,1.5,0.7
10.0,28.5,2.0,0.7
10.0,29.0,0.0,0.7
10.0,29.0,0.5,0.7
10.0,29.0,1.0,0.7
10.0,29.0,1.5,0.7
10.0,29.0,2.0,0.7
10.0,29.5,0.0,0.7
10.0,29.5,0.5,0.7
10.0,29.5,1.0,0.7
10.0,29.5,1.5,0.7
10.0,29.5,2.0,0.7
10.0,30.0,0.0,0.7
10.0,30.0,0.5,0.7
10.0,30.0,1.0,0.7
10.0,30.0,1.5,0.7
10.0,30.0,2.0,0.7
10.0,30.5,0.0,0.7
10.0,30.5,0.5,0.7
10.0,30.5,1.0,0.7
10.0,30.5,1.5,0.7
10.0,30.5,2.0,0.7
10.0,31.0,0.0,0.7
10.0,31.0,0.5,0.7
10.0,31.0,1.0,0.7
10.0,31.0,1.5,0.7
10.0,31.0,2.0,0.7
10.0,31.5,0.0,0.7
10.0,31.5,0.5,0.7
10.0,31.5,1.0,0.7
10.0,31.5,1.5,0.7
10.0,31.5,2.0,0.7
10.0,32.0,0.0,0.7
10.0,32.0,0.5,0.7
10.0,32.0,1.0,0.7
10.0,32.0,1.5,0.7
10.0,32.0,2.0,0.7
10.0,32.5,0.0,0.7
10.0,32.5,0.5,0.7
10.0,32.5,1.0,0.7
10.0,32.5,1.5,0.7
10.0,32.5,2.0,0.7
10.0,33.0,0.0,0.7
10.0,33.0,0.5,0.7
10.0,33.0,1.0,0.7
10.0,33.0,1.5,0.7
10.0,33.0,2.0,0.7
10.0,33.5,0.0,0.7
10.0,33.5,0.5,0.7
10.0,33.5,1.0,0.7
10.0,33.5,1.5,0.7
10.0,33.5,2.0,0.7
10.0,34.0,0.0,0.7
10.0,34.0,0.5,0.7
10.0,34.0,1.0,0.7
10.0,34.0,1.5,0.7
10.0,34.0,2.0,0.7
10.0,34.5,0.0,0.7
10.0,34.5,0.5,0.7
10.0,34.5,1.0,0.7
10.0,34.5,1.5,0.7
10.0,34.5,2.0,0.7
10.0,35.0,0.0,0.7
10.0,35.0,0.5,0.7
10.0,35.0,1.0,0.7
10.0,35.0,1.5,0.7
10.0,35.0,2.0,0.7
10.0,35.5,0.0,0.7
10.0,35.5,0.5,0.7
10.0,35.5,1.0,0.7
10.0,35.5,1.5,0.7
10.0,35.5,2.0,0.7
10.0,36.0,0.0,0.7
10.0,36.0,0.5,0.7
10.0,36.0,1.0,0.7
10.0,36.0,1.5,0.7
10.0,36.0,2.0,0.7
10.0,36.5,0.0,0.7
10.0,36.5,0.5,0.7
10.0,36.5,1.0,0.7
10.0,36.5,1.5,0.7
10.0,36.5,2.0,0.7
10.0,37.0,0.0,0.7
10.0,37.0,0.5,0.7
10.0,37.0,1.0,0.7
10.0,37.0,1.5,0.7
10.0,37.0,2.0,0.7
10.0,37.5,0.0,0.7
10.0,37.5,0.5,0.7
10.0,37.5,1.0,0.7
10.0,37.5,1.5,0.7
10.0,37.5,2.0,0.7
10.0,38.0,0.0,0.7
10.0,38.0,0.5,0.7
10.0,38.0,1.0,0.7
10.0,38.0,1.5,0.7
10.0,38.0,2.0,0.7
10.0,38.5,0.0,0.7
10.0,38.5,0.5,0.7
10.0,38.5,1.0,0.7
10.0,38.5,1.5,0.7
10.0,38.5,2.0,0.7
10.0,39.0,0.0,0.7
10.0,39.0,0.5,0.7
10.0,39.0,1.0,0.7
10.0,39.0,1.5,0.7
10.0,39.0,2.0,0.7
10.0,39.5,0.0,0.7
10.0,39.5,0.5,0.7
10.0,39.5,1.0,0.7
10.0,39.5,1.5,0.7
10.0,39.5,2.0,0.7
10.0,40.0,0.0,0.7
10.0,40.0,0.5,0.7
10.0,40.0,1.0,0.7
10.0,40.0,1.5,0.7
10.0,40.0,2.0,0.7
10.0,40.5,0.0,0.7
10.0,40.5,0.5,0.7
10.0,40.5,1.0,0.7
10.0,40.5,1.5,0.7
10.0,40.5,2.0,0.7
10.0,41.0,0.0,0.7
10.0,41.0,0.5,0.7
10.0,41.0,1.0,0.7
10.0,41.0,1.5,0.7
10.0,41.0,2.0,0.7
10.0,41.5,0.0,0.7
10.0,41.5,0.5,0.7
10.0,41.5,1.0,0.7
10.0,41.5,1.5,0.7
10.0,41.5,2.0,0.7
10.0,42.0,0.0,0.7
10.0,42.0,0.5,0.7
10.0,42.0,1.0,0.7
10.0,42.0,1.5,0.7
10.0,42.0,2.0,0.7
10.0,42.5,0.0,0.7
10.0,42.5,0.5,0.7
10.0,42.5,1.0,0.7
10.0,42.5,1.5,0.7
10.0,42.5,2.0,0.7
10.0,43.0,0.0,0.7
10.0,43.0,0.5,0.7
10.0,43.0,1.0,0.7
10.0,43.0,1.5,0.7
10.0,43.0,2.0,0.7
10.0,43.5,0.0,0.7
10.0,43.5,0.5,0.7
10.0,43.5,1.0,0.7
10.0,43.5,1.5,0.7
10.0,43.5,2.0,0.7
10.0,44.0,0.0,0.7
10.0,44.0,0.5,0.7
10.0,44.0,1.0,0.7
10.0,44.0,1.5,0.7
10.0,44.0,2.0,0.7
10.0,44.5,0.0,0.7
10.0,44.5,0.5,0.7
10.0,44.5,1.0,0.7
10.0,44.5,1.5,0.7
10.0,44.5,2.0,0.7
10.0,45.0,0.0,0.7
10.0,45.0,0.5,0.7
10.0,45.0,1.0,0.7
10.0,45.0,1.5,0.7
10.0,45.0,2.0,0.7
10.0,45.5,0.0,0.7
10.0,45.5,0.5,0.7
10.0,45.5,1.0,0.7
10.0,45.5,1.5,0.7
10.0,45.5,2.0,0.7
